Roll_No,Name,Result,Attendance,Assignment_Score,Project_Marks
4299,Krishna Patel,76.0,52.67,9,28
4300,Ritika Gupta,84.0,79.43,3,26
4301,Vivek Gupta,45.0,54.71,18,12
4302,Aditya Patel,46.0,50.84,20,29
4303,Prince Singh,100.0,71.16,20,27
4304,Simran Yadav,49.0,86.95,12,14
4305,Aman Verma,75.0,84.94,4,7
4306,Nobita Sharma,77.0,97.26,17,27
4307,Vivek Sharma,61.0,85.28,15,10
4308,Lalit Sharma,47.0,70.24,19,0
4309,Ritika Singh,65.0,97.49,7,28
4310,Rohit Patel,98.0,92.37,19,18
4311,Priya Patel,49.0,65.24,3,18
4312,Sartak Gupta,92.0,89.94,5,9
4313,Aditya Sharma,78.0,83.82,1,28
4314,Krishna Gupta,,96.77,2,0
4315,Rahul Singh,76.0,83.97,8,1
4316,Ankit Yadav,83.0,53.03,17,0
4317,Harsh Sharma,58.0,69.43,13,20
4318,Sartak Sharma,86.0,55.11,8,21
4319,Prince Singh,60.0,94.45,8,11
4320,Anjali Gupta,69.0,55.57,6,12
4321,Prince Yadav,59.0,76.47,13,9
4322,Krishna Yadav,83.0,57.93,7,27
4323,Aditya Patel,,98.35,6,30
4324,Prince Verma,89.0,55.92,13,16
4325,Priya Yadav,,86.76,15,2
4326,Krishna Patel,91.0,60.27,15,18
4327,Lalit Verma,76.0,90.8,0,5
4328,Rohit Patel,81.0,51.66,3,7
4329,Vivek Sharma,97.0,69.16,0,2
4330,Rohit Gupta,51.0,72.64,17,19
4331,Anjali Gupta,95.0,59.76,17,20
4332,Akash Verma,58.0,59.79,15,16
4333,Sartak Sharma,,71.97,19,8
4334,Ritika Gupta,98.0,56.78,12,19
4335,Priya Sharma,77.0,72.28,8,17
4336,Simran Yadav,,87.51,14,0
4337,Prince Patel,42.0,61.12,19,2
4338,Prince Yadav,88.0,74.26,9,8
4339,Krishna Singh,48.0,68.45,13,13
4340,Kunal Singh,78.0,52.01,15,14
4341,Ankit Verma,50.0,65.29,19,29
4342,Akash Sharma,57.0,64.17,14,21
4343,Ankit Sharma,,81.12,18,14
4344,Lalit Singh,99.0,74.64,5,30
4345,Ritika Patel,63.0,50.13,2,18
4346,Prince Sharma,83.0,85.09,0,15
4347,Raj Verma,58.0,95.49,4,21
4348,Vivek Sharma,85.0,84.35,15,14
4349,Anjali Gupta,89.0,85.24,18,19
4350,Kunal Verma,60.0,86.68,10,27
4351,Ankit Verma,44.0,56.3,4,28
4352,Aman Sharma,59.0,54.5,9,26
4353,Vivek Gupta,,75.88,9,6
4354,Rahul Patel,75.0,68.23,19,23
4355,Prince Sharma,75.0,65.37,19,1
4356,Sneha Verma,55.0,99.35,1,1
4357,Rohit Gupta,,88.05,9,27
4358,Vivek Yadav,58.0,50.92,4,29
4359,Harsh Yadav,50.0,50.14,12,13
4360,Kunal Singh,51.0,62.99,11,13
4361,Karan Verma,51.0,67.61,10,25
4362,Kavita Gupta,66.0,58.82,0,9
4363,Rohit Verma,91.0,95.58,3,27
4364,Simran Singh,94.0,85.48,6,1
4365,Anjali Singh,90.0,93.35,1,15
4366,Krishna Verma,44.0,60.32,7,25
4367,Raj Patel,,50.92,2,30
4368,Ritika Gupta,92.0,53.44,16,16
4369,Meena Gupta,82.0,53.84,1,19
4370,Akash Verma,74.0,85.9,18,15
4371,Karan Patel,76.0,71.62,15,0
4372,Meena Gupta,,54.76,3,10
4373,Sneha Sharma,92.0,64.31,17,19
4374,Ritika Sharma,54.0,68.29,8,30
4375,Kunal Gupta,44.0,99.32,6,17
4376,Vivek Sharma,89.0,80.28,5,11
4377,Vivek Gupta,44.0,68.51,4,25
4378,Sahil Sharma,83.0,79.69,8,15
4379,Rahul Verma,45.0,53.49,18,28
4380,Ankit Patel,67.0,75.96,12,28
4381,Priya Yadav,,61.17,1,2
4382,Sahil Verma,53.0,87.17,8,23
4383,Priya Singh,80.0,69.48,15,22
4384,Sahil Patel,83.0,89.17,5,15
4385,Kavita Patel,41.0,71.2,19,15
4386,Vivek Patel,57.0,99.53,3,20
4387,Lalit Patel,,57.32,12,8
4388,Kavita Verma,63.0,52.96,13,23
4389,Vivek Yadav,72.0,87.16,18,16
4390,Rahul Singh,73.0,52.28,8,0
4391,Aditya Sharma,80.0,80.65,15,10
4392,Simran Sharma,80.0,54.92,9,27
4393,Rohit Verma,78.0,64.78,2,10
4394,Shichan Verma,75.0,98.43,3,10
4395,Meena Singh,,79.06,18,25
4396,Lalit Patel,80.0,65.39,0,8
4397,Sahil Singh,97.0,83.92,13,13
4398,Aman Yadav,85.0,83.24,10,12
4399,Prince Yadav,95.0,60.99,10,20
4400,Rahul Gupta,41.0,89.7,19,1
4401,Nobita Singh,88.0,56.87,2,17
4402,Sneha Yadav,56.0,74.66,13,8
4403,Krishna Patel,83.0,58.45,11,6
4404,Ankit Verma,41.0,62.39,9,20
4405,Shichan Yadav,55.0,60.62,19,4
4406,Sneha Yadav,81.0,92.99,11,0
4407,Ankit Verma,89.0,63.07,18,7
4408,Akash Singh,41.0,91.19,1,6
4409,Vivek Yadav,85.0,71.74,10,0
4410,Ankit Yadav,59.0,83.61,11,2
4411,Sartak Singh,40.0,82.15,7,27
4412,Kavita Verma,85.0,78.87,4,23
4413,Lalit Verma,60.0,53.32,12,25
4414,Prince Verma,90.0,90.94,9,5
4415,Sneha Sharma,59.0,94.15,8,26
4416,Shichan Sharma,77.0,84.06,15,11
4417,Sahil Gupta,65.0,58.17,18,26
4418,Krishna Sharma,99.0,77.88,8,18
4419,Ankit Verma,75.0,56.66,6,30
4420,Shichan Sharma,91.0,98.43,18,19
4421,Krishna Patel,70.0,69.79,15,29
4422,Aman Patel,67.0,74.59,15,8
4423,Nobita Sharma,,81.49,3,6
4424,Rohit Sharma,99.0,64.91,20,18
4425,Rahul Singh,47.0,92.03,1,28
4426,Priya Patel,50.0,82.73,4,7
4427,Sneha Yadav,98.0,76.95,18,20
4428,Priya Gupta,,74.53,5,11
4429,Ritika Gupta,52.0,76.16,20,8
4430,Rohit Sharma,80.0,57.87,3,2
4431,Krishna Gupta,84.0,68.59,4,26
4432,Simran Singh,70.0,74.33,13,27
4433,Kavita Singh,,93.33,6,1
4434,Sahil Sharma,55.0,94.98,10,21
4435,Shichan Patel,,50.97,18,13
4436,Kavita Verma,91.0,82.77,2,14
4437,Aman Singh,59.0,53.0,1,24
4438,Aman Gupta,92.0,93.45,15,18
4439,Aditya Yadav,56.0,60.13,10,27
4440,Shichan Gupta,51.0,80.93,11,28
4441,Simran Gupta,98.0,71.52,6,24
4442,Krishna Patel,81.0,99.88,17,9
4443,Ankit Patel,,81.69,10,14
4444,Lalit Sharma,67.0,61.4,7,25
4445,Kunal Patel,66.0,78.57,18,27
4446,Ankit Singh,79.0,80.77,1,2
4447,Anjali Yadav,88.0,81.08,20,15
4448,Raj Patel,79.0,91.83,4,4
4449,Sahil Verma,,71.75,15,5
4450,Karan Verma,48.0,92.84,13,6
4451,Sneha Sharma,,80.1,6,10
4452,Shichan Patel,79.0,59.52,5,27
4453,Kunal Sharma,70.0,98.66,9,9
4454,Shichan Singh,75.0,98.83,14,29
4455,Aman Singh,44.0,64.06,12,14
4456,Sahil Singh,48.0,57.64,5,17
4457,Raj Singh,57.0,60.17,2,11
4458,Ritika Gupta,59.0,78.56,16,5
4459,Priya Singh,44.0,91.53,10,5
4460,Kavita Gupta,81.0,50.66,6,23
4461,Kunal Yadav,88.0,73.38,5,15
4462,Priya Patel,77.0,86.72,10,16
4463,Shichan Singh,,71.3,8,28
4464,Rahul Gupta,55.0,50.98,13,17
4465,Prince Yadav,82.0,69.35,15,16
4466,Harsh Singh,43.0,78.6,6,20
4467,Aditya Patel,62.0,80.89,3,22
4468,Anjali Patel,40.0,79.96,9,28
4469,Karan Verma,61.0,56.06,6,16
4470,Priya Gupta,100.0,91.01,16,15
4471,Ritika Gupta,99.0,83.17,1,27
4472,Ankit Yadav,69.0,68.52,19,29
4473,Prince Singh,93.0,98.5,9,13
4474,Ankit Singh,74.0,79.7,5,28
4475,Shichan Singh,60.0,86.05,7,18
4476,Rohit Singh,42.0,98.34,0,4
4477,Priya Singh,46.0,82.66,4,1
4478,Anjali Sharma,79.0,61.11,16,16
4479,Sahil Yadav,43.0,68.53,15,4
4480,Simran Singh,86.0,60.5,9,17
4481,Aman Yadav,89.0,52.24,11,9
4482,Anjali Verma,,90.94,1,8
4483,Rahul Gupta,45.0,56.76,14,18
4484,Sartak Patel,62.0,84.69,3,29
4485,Prince Patel,45.0,90.28,2,24
4486,Aman Gupta,66.0,72.39,6,3
4487,Rahul Patel,51.0,88.48,8,29
4488,Prince Verma,82.0,71.16,19,6
4489,Anjali Yadav,86.0,76.61,5,22
4490,Krishna Yadav,93.0,54.32,10,18
4491,Anjali Singh,65.0,75.3,1,0
4492,Ritika Singh,42.0,88.31,9,26
4493,Prince Gupta,76.0,92.33,2,11
4494,Priya Patel,55.0,89.57,10,16
4495,Anjali Gupta,57.0,68.61,13,18
4496,Simran Yadav,73.0,78.4,19,12
4497,Sahil Gupta,,51.41,16,0
4498,Aditya Verma,75.0,58.23,10,22
4499,Sartak Gupta,58.0,83.56,7,3
4500,Sahil Gupta,67.0,83.0,4,15
4501,Simran Patel,84.0,68.1,13,26
4502,Lalit Yadav,56.0,62.18,18,24
4503,Ritika Singh,42.0,86.15,14,28
4504,Shichan Yadav,93.0,57.45,17,27
4505,Ankit Gupta,52.0,60.95,15,4
4506,Rahul Singh,56.0,55.42,10,30
4507,Rahul Yadav,44.0,81.52,12,30
4508,Kunal Singh,57.0,61.94,15,25
4509,Kunal Singh,57.0,50.94,20,25
4510,Anjali Verma,91.0,71.66,7,14
4511,Simran Gupta,61.0,66.71,8,14
4512,Shichan Patel,70.0,80.02,18,11
4513,Anjali Singh,58.0,59.88,17,12
4514,Kavita Singh,78.0,59.07,5,3
4515,Nobita Patel,52.0,50.59,4,8
4516,Raj Patel,68.0,94.24,8,22
4517,Karan Yadav,100.0,97.09,0,19
4518,Aditya Gupta,82.0,50.1,15,5
4519,Vivek Gupta,88.0,82.03,10,17
4520,Karan Yadav,41.0,69.24,16,17
4521,Aman Sharma,,80.67,20,10
4522,Akash Verma,54.0,64.49,19,19
4523,Akash Verma,72.0,90.56,10,25
4524,Krishna Singh,88.0,51.2,2,9
4525,Aditya Patel,50.0,63.09,2,25
4526,Ritika Yadav,55.0,79.97,10,9
4527,Harsh Patel,99.0,54.41,4,19
4528,Priya Singh,53.0,96.86,17,20
4529,Shichan Gupta,57.0,65.5,10,17
4530,Rahul Yadav,54.0,76.82,12,27
4531,Kunal Gupta,63.0,50.83,17,2
4532,Harsh Verma,54.0,94.27,20,21
4533,Akash Patel,61.0,95.4,13,7
4534,Nobita Gupta,41.0,88.71,11,8
4535,Akash Gupta,73.0,99.67,16,11
4536,Sahil Verma,65.0,76.37,17,16
4537,Lalit Patel,87.0,58.81,13,14
4538,Anjali Sharma,,86.27,19,24
4539,Ritika Patel,,77.3,6,23
4540,Meena Yadav,96.0,80.55,16,28
4541,Lalit Yadav,,98.85,17,3
4542,Shichan Sharma,96.0,55.67,14,4
4543,Simran Verma,92.0,68.85,16,17
4544,Karan Yadav,46.0,83.66,2,20
4545,Krishna Yadav,46.0,72.99,11,15
4546,Priya Sharma,45.0,95.41,8,12
4547,Shichan Singh,77.0,93.71,3,18
4548,Ritika Gupta,52.0,90.97,19,5
4549,Ritika Verma,64.0,67.44,5,21
4550,Karan Yadav,40.0,54.5,3,20
4551,Karan Sharma,47.0,73.94,14,17
4552,Ankit Singh,44.0,75.4,6,1
4553,Aman Patel,97.0,65.42,18,1
4554,Ritika Sharma,76.0,66.02,2,5
4555,Anjali Sharma,91.0,56.11,10,16
4556,Lalit Patel,72.0,74.23,9,10
4557,Nobita Sharma,71.0,86.13,13,28
4558,Simran Sharma,78.0,96.81,11,0
4559,Sahil Patel,51.0,87.7,4,1
4560,Aditya Singh,50.0,62.12,20,22
4561,Karan Verma,92.0,84.17,13,1
4562,Simran Sharma,77.0,75.78,12,24
4563,Karan Singh,50.0,56.27,7,14
4564,Meena Singh,89.0,50.78,11,7
4565,Aman Verma,44.0,89.86,9,22
4566,Sartak Singh,56.0,81.12,13,18
4567,Shichan Yadav,42.0,76.51,18,21
4568,Krishna Gupta,84.0,73.38,20,30
4569,Krishna Singh,55.0,90.05,8,24
4570,Sartak Verma,55.0,56.74,15,17
4571,Vivek Yadav,,90.23,4,21
4572,Ankit Sharma,76.0,60.48,7,28
4573,Nobita Sharma,45.0,66.61,9,19
4574,Rohit Verma,84.0,75.35,7,20
4575,Ritika Patel,49.0,98.32,19,7
4576,Anjali Patel,74.0,82.52,9,13
4577,Anjali Singh,92.0,98.89,20,17
4578,Kavita Patel,,82.57,7,1
4579,Sneha Verma,89.0,83.39,19,18
4580,Sartak Gupta,76.0,75.17,20,4
4581,Ankit Yadav,41.0,71.22,19,4
4582,Akash Yadav,96.0,74.3,17,10
4583,Sartak Singh,61.0,56.05,18,26
4584,Sartak Gupta,46.0,54.31,14,3
4585,Vivek Patel,42.0,93.08,17,0
4586,Prince Verma,49.0,52.0,3,26
4587,Aditya Gupta,76.0,57.82,8,20
4588,Aman Verma,97.0,60.64,1,22
4589,Meena Verma,91.0,66.48,2,7
4590,Lalit Singh,97.0,52.42,9,10
4591,Raj Verma,,66.6,10,27
4592,Kunal Sharma,81.0,53.32,2,22
4593,Prince Verma,87.0,87.23,5,14
4594,Aditya Verma,94.0,76.31,15,12
4595,Anjali Patel,86.0,63.86,15,22
4596,Simran Patel,99.0,70.88,11,30
4597,Harsh Gupta,45.0,88.5,6,10
4598,Priya Gupta,85.0,56.41,3,21
4599,Ankit Gupta,,53.87,2,20
4600,Prince Sharma,59.0,76.02,8,10
4601,Sartak Sharma,83.0,69.5,6,14
4602,Prince Singh,,58.02,12,2
4603,Rohit Gupta,84.0,59.09,9,2
4604,Vivek Sharma,,56.3,19,7
4605,Lalit Yadav,64.0,93.9,1,7
4606,Lalit Yadav,47.0,59.38,13,14
4607,Vivek Patel,97.0,64.46,2,30
4608,Lalit Patel,47.0,60.2,0,11
4609,Lalit Verma,93.0,75.52,10,11
4610,Karan Sharma,94.0,96.03,6,11
4611,Meena Verma,84.0,65.06,5,28
4612,Prince Verma,40.0,60.51,0,9
4613,Karan Verma,85.0,50.12,11,22
4614,Nobita Sharma,42.0,91.81,3,27
4615,Anjali Patel,47.0,64.3,3,23
4616,Meena Singh,93.0,99.03,5,25
4617,Anjali Verma,82.0,84.3,3,1
4618,Ritika Sharma,,64.42,4,24
4619,Kavita Verma,,98.18,18,21
4620,Ritika Sharma,44.0,60.03,5,26
4621,Ankit Sharma,71.0,52.99,7,9
4622,Shichan Gupta,95.0,69.45,8,25
4623,Kavita Yadav,41.0,71.63,19,17
4624,Sartak Sharma,66.0,75.21,1,7
4625,Prince Singh,79.0,52.36,16,23
4626,Kavita Sharma,77.0,78.48,20,20
4627,Ritika Verma,71.0,64.91,19,15
4628,Aditya Sharma,40.0,59.25,18,3
4629,Ankit Yadav,54.0,71.82,0,15
4630,Lalit Patel,61.0,91.73,13,5
4631,Shichan Sharma,65.0,88.28,11,5
4632,Kunal Patel,94.0,58.46,0,4
4633,Shichan Verma,41.0,85.66,10,21
4634,Raj Patel,64.0,98.48,4,21
4635,Rohit Patel,45.0,89.85,10,3
4636,Akash Singh,80.0,71.11,3,27
4637,Aditya Patel,94.0,96.44,9,28
4638,Vivek Verma,68.0,72.22,1,7
4639,Rahul Sharma,84.0,78.74,10,17
4640,Sartak Gupta,100.0,71.6,20,25
4641,Rohit Verma,61.0,96.14,12,23
4642,Kunal Sharma,71.0,55.67,10,30
4643,Sahil Sharma,62.0,79.71,10,11
4644,Harsh Yadav,62.0,67.68,7,13
4645,Kunal Patel,75.0,79.87,13,14
4646,Vivek Gupta,98.0,51.4,10,7
4647,Sahil Sharma,74.0,64.71,3,14
4648,Vivek Gupta,52.0,88.66,15,0
4649,Sartak Sharma,,74.07,10,30
4650,Meena Patel,75.0,56.92,19,16
4651,Simran Yadav,75.0,55.53,5,24
4652,Anjali Sharma,76.0,71.0,12,26
4653,Kunal Patel,42.0,57.19,3,28
4654,Ankit Verma,,77.78,11,11
4655,Aditya Singh,69.0,80.24,14,13
4656,Karan Verma,68.0,74.83,0,14
4657,Vivek Singh,88.0,71.48,16,12
4658,Lalit Sharma,96.0,67.52,3,16
4659,Shichan Sharma,85.0,80.4,14,22
4660,Ritika Gupta,100.0,88.23,8,29
4661,Raj Sharma,85.0,89.04,13,21
4662,Rahul Singh,57.0,66.35,17,14
4663,Raj Singh,100.0,59.6,17,15
4664,Kavita Yadav,53.0,88.74,7,22
4665,Lalit Verma,98.0,65.34,18,7
4666,Aditya Yadav,57.0,56.48,1,15
4667,Rahul Singh,87.0,71.69,14,19
4668,Prince Verma,,93.75,14,6
4669,Karan Yadav,80.0,92.28,17,20
4670,Raj Sharma,46.0,56.39,10,7
4671,Prince Singh,81.0,80.45,16,16
4672,Nobita Sharma,50.0,93.16,19,25
4673,Sartak Sharma,93.0,83.54,13,2
4674,Lalit Verma,100.0,98.94,13,18
4675,Karan Patel,85.0,59.22,16,11
4676,Prince Gupta,,87.9,14,25
4677,Nobita Patel,61.0,74.72,8,3
4678,Akash Verma,100.0,78.96,7,7
4679,Lalit Verma,83.0,50.27,3,20
4680,Akash Sharma,97.0,50.44,2,1
4681,Ritika Patel,82.0,89.86,17,3
4682,Akash Gupta,55.0,80.84,11,19
4683,Sneha Singh,61.0,88.72,14,2
4684,Rahul Verma,40.0,93.78,5,14
4685,Priya Patel,40.0,70.01,3,1
4686,Ankit Gupta,,61.04,20,25
4687,Aditya Yadav,76.0,90.7,7,7
4688,Vivek Yadav,54.0,86.17,5,9
4689,Nobita Singh,73.0,75.21,6,0
4690,Priya Gupta,84.0,76.18,10,11
4691,Ankit Yadav,87.0,91.09,1,10
4692,Shichan Sharma,79.0,66.07,20,1
4693,Krishna Yadav,56.0,96.53,15,15
4694,Lalit Verma,51.0,77.18,3,12
4695,Ritika Gupta,68.0,85.25,13,2
4696,Ritika Sharma,,53.36,14,13
4697,Sartak Patel,56.0,71.57,17,14
4698,Raj Patel,46.0,83.71,17,17
4699,Akash Verma,67.0,68.86,11,16
4700,Rohit Patel,77.0,69.61,2,1
4701,Ritika Verma,45.0,80.33,0,17
4702,Aditya Verma,57.0,54.23,3,20
4703,Meena Verma,64.0,50.21,9,3
4704,Meena Yadav,59.0,86.52,12,14
4705,Vivek Sharma,84.0,86.26,6,19
4706,Vivek Sharma,42.0,97.99,13,3
4707,Meena Gupta,70.0,50.67,19,2
4708,Kavita Gupta,73.0,88.96,2,26
4709,Sahil Singh,74.0,98.63,1,17
4710,Nobita Yadav,50.0,81.36,13,6
4711,Vivek Verma,55.0,74.72,19,18
4712,Rahul Verma,92.0,77.94,15,29
4713,Kunal Gupta,78.0,60.54,17,16
4714,Harsh Patel,57.0,82.47,18,5
4715,Aditya Patel,81.0,65.81,12,1
4716,Ankit Yadav,64.0,72.47,15,25
4717,Sartak Yadav,,59.63,3,19
4718,Nobita Gupta,54.0,68.49,12,2
4719,Raj Yadav,84.0,52.83,17,6
4720,Raj Singh,42.0,69.52,17,29
4721,Ritika Sharma,70.0,78.16,6,14
4722,Krishna Yadav,49.0,64.65,14,9
4723,Sartak Singh,48.0,77.22,8,13
4724,Lalit Gupta,87.0,61.9,5,7
4725,Harsh Sharma,48.0,85.38,14,26
4726,Sneha Gupta,61.0,91.21,13,23
4727,Priya Singh,45.0,81.01,11,12
4728,Karan Gupta,90.0,53.16,3,1
4729,Karan Patel,83.0,50.01,9,5
4730,Krishna Singh,84.0,81.26,18,21
4731,Krishna Yadav,43.0,80.23,9,25
4732,Nobita Yadav,52.0,65.47,1,4
4733,Raj Yadav,84.0,74.02,16,26
4734,Shichan Verma,89.0,58.88,18,24
4735,Sartak Verma,46.0,51.99,1,23
4736,Rohit Singh,52.0,86.62,14,12
4737,Ritika Patel,45.0,99.72,5,14
4738,Harsh Yadav,57.0,98.72,4,0
4739,Sneha Patel,43.0,50.72,8,29
4740,Prince Gupta,52.0,58.03,10,12
4741,Akash Singh,81.0,92.39,6,10
4742,Rohit Sharma,58.0,88.92,12,21
4743,Sartak Sharma,62.0,97.82,13,18
4744,Karan Sharma,70.0,71.21,10,16
4745,Raj Yadav,91.0,94.3,7,4
4746,Prince Verma,92.0,66.57,20,2
4747,Rahul Verma,45.0,74.27,7,4
4748,Kunal Patel,40.0,66.74,0,30
4749,Vivek Patel,78.0,68.94,18,5
4750,Priya Patel,,91.42,0,19
4751,Shichan Patel,62.0,81.98,6,18
4752,Kavita Sharma,77.0,74.05,8,0
4753,Akash Patel,92.0,74.1,2,28
4754,Ankit Patel,78.0,54.24,3,7
4755,Ankit Verma,86.0,76.91,12,24
4756,Nobita Patel,98.0,67.81,14,18
4757,Rahul Singh,,71.55,7,4
4758,Aditya Singh,61.0,85.13,5,0
4759,Kunal Yadav,,61.76,3,8
4760,Nobita Patel,66.0,90.67,16,7
4761,Rahul Verma,41.0,81.95,15,10
4762,Rahul Sharma,92.0,61.82,17,13
4763,Sneha Yadav,100.0,93.31,7,29
4764,Kunal Singh,95.0,79.57,6,5
4765,Akash Verma,64.0,89.74,8,22
4766,Akash Gupta,88.0,85.43,7,13
4767,Simran Yadav,71.0,75.88,3,8
4768,Aditya Sharma,76.0,94.74,8,18
4769,Aman Sharma,96.0,85.52,14,25
4770,Sartak Patel,98.0,87.35,19,4
4771,Simran Sharma,,55.29,16,11
4772,Vivek Gupta,84.0,94.5,8,17
4773,Aman Sharma,54.0,50.18,6,10
4774,Rohit Sharma,79.0,52.81,18,3
4775,Prince Sharma,99.0,89.56,12,0
4776,Raj Singh,45.0,57.39,10,6
4777,Prince Patel,50.0,87.79,16,18
4778,Vivek Patel,40.0,73.83,6,6
4779,Meena Gupta,61.0,52.18,5,17
4780,Harsh Singh,79.0,73.23,19,15
4781,Shichan Patel,,88.69,19,23
4782,Aman Patel,52.0,78.27,0,18
4783,Prince Gupta,41.0,64.82,7,3
4784,Sartak Verma,55.0,92.06,9,30
4785,Sneha Yadav,74.0,77.17,0,12
4786,Priya Sharma,55.0,87.94,7,27
4787,Vivek Sharma,92.0,87.23,15,15
4788,Aditya Sharma,45.0,51.78,3,10
4789,Anjali Patel,48.0,50.3,15,11
4790,Akash Singh,79.0,61.68,9,9
4791,Kunal Patel,65.0,80.86,12,5
4792,Aditya Sharma,54.0,59.15,13,7
4793,Harsh Singh,55.0,63.34,10,11
4794,Kunal Patel,69.0,96.01,4,20
4795,Ritika Gupta,,77.69,10,12
4796,Simran Gupta,73.0,82.09,6,16
4797,Rahul Gupta,98.0,73.69,17,8
4798,Meena Verma,,66.8,19,21
4799,Lalit Patel,83.0,56.29,4,6
4800,Sartak Yadav,49.0,87.99,10,8
4801,Sartak Verma,83.0,69.79,15,20
4802,Karan Sharma,40.0,67.2,1,5
4803,Anjali Singh,98.0,76.61,9,13
4804,Nobita Verma,62.0,85.7,12,8
4805,Vivek Yadav,62.0,62.45,8,30
4806,Anjali Singh,94.0,52.42,14,26
4807,Priya Yadav,80.0,53.32,11,12
4808,Krishna Gupta,64.0,87.49,11,27
4809,Sartak Verma,51.0,97.66,2,6
4810,Rohit Verma,72.0,71.27,15,8
4811,Rahul Gupta,65.0,91.33,12,18
4812,Ankit Singh,53.0,73.62,5,25
4813,Kunal Singh,68.0,53.02,2,24
4814,Ankit Gupta,90.0,68.92,2,18
4815,Shichan Sharma,54.0,79.93,17,0
4816,Vivek Yadav,91.0,83.59,13,5
4817,Rohit Singh,67.0,70.03,6,15
4818,Vivek Gupta,67.0,70.67,9,5
4819,Priya Patel,51.0,86.91,9,20
4820,Anjali Singh,46.0,61.4,18,30
4821,Akash Verma,41.0,78.55,10,14
4822,Lalit Singh,73.0,78.84,14,19
4823,Aman Verma,82.0,84.15,11,10
4824,Lalit Singh,62.0,90.47,16,19
4825,Meena Singh,74.0,82.74,9,25
4826,Harsh Sharma,100.0,70.49,4,27
4827,Sartak Sharma,46.0,89.74,2,11
4828,Raj Gupta,52.0,62.0,5,2
4829,Aditya Yadav,52.0,98.03,4,1
4830,Anjali Gupta,94.0,94.64,20,29
4831,Vivek Patel,90.0,71.86,9,22
4832,Meena Sharma,72.0,59.46,8,7
4833,Krishna Patel,84.0,98.21,6,18
4834,Sahil Patel,,63.91,5,0
4835,Sahil Yadav,71.0,65.14,9,19
4836,Rohit Singh,91.0,60.84,5,6
4837,Raj Singh,93.0,62.98,7,26
4838,Aman Sharma,58.0,63.75,4,22
4839,Simran Gupta,81.0,67.2,16,19
4840,Sartak Sharma,46.0,98.72,8,18
4841,Kavita Verma,57.0,61.26,5,18
4842,Rohit Gupta,85.0,50.44,5,26
4843,Akash Yadav,42.0,97.27,18,21
4844,Lalit Patel,91.0,94.23,20,23
4845,Sartak Singh,96.0,73.35,19,18
4846,Aditya Patel,56.0,86.0,2,30
4847,Raj Yadav,53.0,57.95,3,9
4848,Simran Yadav,69.0,57.02,1,6
4849,Anjali Singh,54.0,68.01,6,30
4850,Anjali Sharma,,81.34,10,0
4851,Meena Yadav,100.0,61.06,17,15
4852,Harsh Yadav,60.0,75.7,15,23
4853,Karan Sharma,54.0,71.52,18,30
4854,Kavita Singh,48.0,60.03,12,11
4855,Nobita Gupta,61.0,55.28,16,6
4856,Rahul Sharma,83.0,59.01,16,10
4857,Kunal Sharma,68.0,56.47,2,30
4858,Shichan Sharma,,94.64,13,27
4859,Ritika Patel,44.0,67.08,3,23
4860,Ritika Singh,44.0,73.42,7,2
4861,Krishna Singh,60.0,84.78,9,26
4862,Sartak Gupta,42.0,50.81,11,16
4863,Shichan Yadav,,67.07,18,13
4864,Harsh Verma,66.0,98.27,4,20
4865,Shichan Patel,60.0,53.64,18,19
4866,Raj Verma,50.0,79.37,18,6
4867,Kunal Gupta,50.0,93.66,20,16
4868,Akash Patel,97.0,64.93,17,18
4869,Sartak Yadav,43.0,85.12,16,7
4870,Aman Singh,63.0,76.56,20,16
4871,Prince Gupta,,97.59,1,3
4872,Prince Gupta,50.0,74.39,0,18
4873,Shichan Singh,69.0,60.66,19,18
4874,Rahul Gupta,61.0,72.27,11,16
4875,Akash Singh,,65.41,0,12
4876,Harsh Sharma,43.0,55.65,18,9
4877,Nobita Sharma,,68.5,12,28
4878,Aditya Verma,70.0,65.12,14,23
4879,Aman Patel,48.0,77.62,11,18
4880,Rohit Sharma,67.0,54.86,18,23
4881,Lalit Gupta,44.0,97.06,5,27
4882,Ritika Verma,44.0,50.38,19,16
4883,Karan Patel,71.0,74.13,20,9
4884,Ankit Verma,43.0,63.24,8,7
4885,Vivek Yadav,66.0,50.46,6,2
4886,Priya Singh,58.0,67.65,18,12
4887,Nobita Yadav,93.0,77.78,12,16
4888,Harsh Gupta,,99.22,2,22
4889,Ankit Gupta,64.0,88.94,15,23
4890,Ritika Singh,76.0,85.53,16,25
4891,Sneha Sharma,94.0,92.06,19,20
4892,Ankit Patel,82.0,89.63,13,26
4893,Nobita Yadav,,63.44,8,30
4894,Rohit Patel,63.0,72.66,18,16
4895,Rahul Patel,53.0,88.69,7,22
4896,Simran Patel,52.0,91.2,7,28
4897,Raj Verma,71.0,81.77,15,3
4898,Raj Sharma,62.0,53.97,15,10
4899,Raj Gupta,48.0,64.19,18,0
4900,Ritika Singh,,86.79,9,14
4901,Rahul Yadav,44.0,96.34,14,19
4902,Simran Sharma,98.0,65.54,8,11
4903,Vivek Singh,66.0,67.42,19,5
4904,Prince Sharma,95.0,84.92,5,7
4905,Vivek Gupta,70.0,94.83,11,1
4906,Lalit Singh,90.0,88.21,11,6
4907,Kunal Verma,52.0,93.67,7,29
